CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
KAGCK,Sockeye Lake,Undetermined,,Lake,Water Feature,LAKE,4f5acaa3d05411d892e2080020a0f4c9,60.5050000,-137.6266667,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KAGCN,Soda Creek,Undetermined,,Creek,Water Feature,RIV,0c6ffd2f849c20c3f1a3cce1ad91e87b,61.7497222,-140.8588889,,Yukon,250000,1949-03-30,Yukon-Department of Tourism and Culture
KAGCM,Soda Creek,Undetermined,,Creek,Water Feature,RIV,0cf78fcb849c20c377decfc587172bb3,63.9444444,-138.9772222,,Yukon,250000,1978-09-26,Yukon-Department of Tourism and Culture
KAGCW,Sol Pup,Undetermined,,Pup,Water Feature,RIV,0c6ffe76849c20c33579a505da24c2c5,64.1715639,-139.3994639,,Yukon,50000,1953-03-05,Yukon-Department of Tourism and Culture
KAGCO,Soldier Creek,Undetermined,,Creek,Water Feature,RIV,34567b64d05511d892e2080020a0f4c9,65.3495772,-138.2376618,,Yukon,250000,1981-09-24,Yukon-Department of Tourism and Culture
KAGCQ,Solitary Creek,Undetermined,,Creek,Water Feature,RIV,0c6ffd71849c20c34a21f2b49676d4b2,61.8642184,-134.0411314,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KAGCR,Solitary Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c6ffdf4849c20c3e0bbcd33a06cf9b0,61.9715784,-134.1280342,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KAGCS,Solo Creek,Undetermined,,Creek,Water Feature,RIV,0c6ffdb3849c20c3a1424c453bd4d6c1,65.9478370,-134.3734475,,Yukon,250000,1954-08-05,Yukon-Department of Tourism and Culture
KAGCT,Solo Lake,Undetermined,,Lake,Water Feature,LAKE,0c6ffe35849c20c3c15f2eccd36b8563,65.8611111,-134.3750000,,Yukon,250000,1954-08-05,Yukon-Department of Tourism and Culture
KAGCU,Solomon Peak,Undetermined,,Peak,Terrain Feature,MTN,4f65c724d05411d892e2080020a0f4c9,61.2720120,-140.6799503,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAGCV,Solomon Ridge,Undetermined,,Ridge,Terrain Feature,MTN,4f709c95d05411d892e2080020a0f4c9,61.7330197,-140.8098897,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAGCX,Somme Creek,Undetermined,,Creek,Water Feature,RIV,4f7be736d05411d892e2080020a0f4c9,62.4080556,-138.6780556,,Yukon,250000,1981-01-06,Yukon-Department of Tourism and Culture
KAGCY,Sonora Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0cf7900b849c20c3bb965428111597f7,62.6569371,-138.0285510,,Yukon,250000,1966-04-01,Yukon-Department of Tourism and Culture
KAGCZ,Souch Creek,Undetermined,,Creek,Water Feature,RIV,0c6ffeb9849c20c3f795f9c84e8df7d3,61.6155201,-133.7539533,,Yukon,250000,1951-11-01,Yukon-Department of Tourism and Culture
KAGDC,Sourdough Gulch,Undetermined,,Gulch,Terrain Feature,VALL,3461ed15d05511d892e2080020a0f4c9,63.9924590,-139.3984000,,Yukon,50000,1980-12-23,Yukon-Department of Tourism and Culture
KAGDE,Sourdough Hill,Undetermined,,Hill,Terrain Feature,MTN,0c6ffefc849c20c3303488ba97406d8a,63.8833330,-135.2666700,,Yukon,250000,1955-06-02,Yukon-Department of Tourism and Culture
KAGDH,South Albert Creek,Undetermined,,Creek,Water Feature,RIV,64172b8bba3611d892e2080020a0f4c9,60.0297016,-129.2792300,,Yukon,250000,1954-08-05,Yukon-Department of Tourism and Culture
KAGDJ,South Arm,Undetermined,,Glacier,Ice and Snow Feature,GLAC,4f86bca7d05411d892e2080020a0f4c9,60.6333333,-138.8055556,,Yukon,1000000,1981-02-03,Yukon-Department of Tourism and Culture
KAGDK,South Bear Creek,Undetermined,,Creek,Water Feature,RIV,346ce996d05511d892e2080020a0f4c9,63.6416018,-136.5986534,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KAGDL,South Big Salmon River,Undetermined,,River,Water Feature,RIV,4f9cdcb9d05411d892e2080020a0f4c9,61.6072222,-134.4375000,,Yukon,250000,1951-11-01,Yukon-Department of Tourism and Culture
KAGDM,South Boundary Creek,Undetermined,,Creek,Water Feature,RIV,4f920748d05411d892e2080020a0f4c9,64.3269444,-141.0000000,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KAHQD,South Branch Creek,Undetermined,,Creek,Water Feature,RIV,0cf79dd5849c20c30b7a84e903480076,61.0213033,-128.4199342,,Yukon,250000,1982-05-28,Yukon-Department of Tourism and Culture
KAGDX,South Fork Range,Undetermined,,Range,Terrain Feature,MTN,4fa7d93ad05411d892e2080020a0f4c9,62.7455556,-132.6850000,,Yukon,1000000,1951-04-05,Yukon-Department of Tourism and Culture
KAGDZ,South Gemini,Undetermined,,Peak,Terrain Feature,MTN,4fb2fccbd05411d892e2080020a0f4c9,61.3105556,-140.8075000,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAGED,South Macmillan River,Undetermined,,River,Water Feature,RIV,0c6fff3e849c20c3a17c7351a4fca041,63.0430497,-133.3007493,,Yukon,2000000,1946-11-05,Yukon-Department of Tourism and Culture
KAGEE,South McQuesten River,Undetermined,,River,Water Feature,RIV,4fbe205cd05411d892e2080020a0f4c9,63.8454679,-136.3113562,,Yukon,2000000,1981-02-13,Yukon-Department of Tourism and Culture
KAHQE,South Moose Creek,Undetermined,,Creek,Water Feature,RIV,0c703737849c20c39824c321386f19ed,61.2689990,-128.2803850,,Yukon,250000,1982-05-28,Yukon-Department of Tourism and Culture
KAGEF,South Nelson Creek,Undetermined,,Creek,Water Feature,RIV,34780d27d05511d892e2080020a0f4c9,63.6118800,-134.6992558,,Yukon,250000,1980-08-01,Yukon-Department of Tourism and Culture
KAGEH,South Stewart River,Undetermined,,River,Water Feature,RIV,0c6fff80849c20c32bbbdd4139cbc01f,64.0967770,-131.7382644,,Yukon,250000,1960-01-21,Yukon-Department of Tourism and Culture
KAGEJ,South Walkers Fork,Undetermined,,Fork,Water Feature,RIV,0c700006849c20c32e55443924c55fb2,64.0472803,-139.7122869,,Yukon,250000,1969-06-23,Yukon-Department of Tourism and Culture
KAGEK,Spawn Lake,Undetermined,,Lake,Water Feature,LAKE,0c6fffc3849c20c3069e707e00440021,60.0513889,-133.4155556,,Yukon,250000,1957-03-07,Yukon-Department of Tourism and Culture
KAGEL,Spear Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cf7904d849c20c36f5a16b25061fc49,68.3177350,-136.9438309,,Yukon,250000,1973-01-27,Yukon-Department of Tourism and Culture
KAGEM,Spencer Creek,Undetermined,,Creek,Water Feature,RIV,0c700047849c20c3001c097e5d8ce94b,60.1370046,-130.2275994,,Yukon,250000,1947-06-03,Yukon-Department of Tourism and Culture
KAGEN,Sphinx Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c70008a849c20c383147cf7e59b8598,60.1083333,-130.3661111,,Yukon,50000,1948-10-07,Yukon-Department of Tourism and Culture
KAGEO,Spire Creek,Undetermined,,Creek,Water Feature,RIV,4fc943edd05411d892e2080020a0f4c9,63.9093449,-135.8881200,,Yukon,50000,1980-08-01,Yukon-Department of Tourism and Culture
KAGEP,Spirit Lake,Undetermined,,Lake,Water Feature,LAKE,4fd4406ed05411d892e2080020a0f4c9,60.2536111,-134.7400000,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KAGER,Spotted Fawn Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0c7000cc849c20c312807e7c68e981a3,64.3802778,-138.6919444,,Yukon,250000,1967-12-11,Yukon-Department of Tourism and Culture
KAGET,Sprague Creek,Undetermined,,Creek,Water Feature,RIV,4feaaea0d05411d892e2080020a0f4c9,63.9140446,-136.4700808,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KAGEU,Spring Creek,Undetermined,,Creek,Water Feature,RIV,4fdf63ffd05411d892e2080020a0f4c9,61.2857926,-139.6301950,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAGEV,Spring Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,4ff58411d05411d892e2080020a0f4c9,61.1166667,-139.8833333,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAHTG,Spring Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0cf7a783849c20c347364f27ccca390c,63.9247222,-139.3005556,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KAGEW,Spring River,Undetermined,,River,Water Feature,RIV,7b9137e4c6be11d892e2080020a0f4c9,69.2747152,-138.6128199,,Yukon,250000,1963-02-14,Yukon-Department of Tourism and Culture
KAGEY,Spruce Creek,Undetermined,,Creek,Water Feature,RIV,0cf7908f849c20c37c888f17ce920f20,64.3559190,-139.0331296,,Yukon,250000,1969-06-23,Yukon-Department of Tourism and Culture
KAGEX,Spruce Creek,Undetermined,,Creek,Water Feature,RIV,0c70010d849c20c3d4085c461e60e5e0,60.3206887,-126.2778260,,Yukon,250000,1945-04-07,Yukon-Department of Tourism and Culture
KAHQF,Spruce Creek,Undetermined,,Creek,Water Feature,RIV,0c7036f6849c20c38038a1b834f0e188,61.1073357,-128.3621408,,Yukon,250000,1982-05-28,Yukon-Department of Tourism and Culture
KAGEZ,Spruce Creek,Undetermined,,Creek,Water Feature,RIV,0c700190849c20c3b05916155cda7966,68.6495293,-138.7026842,,Yukon,250000,1961-07-05,Yukon-Department of Tourism and Culture
KAGFA,Spruce Lake,Undetermined,,Lake,Water Feature,LAKE,0c70014f849c20c35ef649099429eea9,60.8416667,-125.8519444,,Yukon,250000,1958-05-01,Yukon-Department of Tourism and Culture
KAGFB,Spruce Lake,Undetermined,,Lake,Water Feature,LAKE,0c7001d0849c20c307d03ed9ac6b3b3d,64.8563889,-138.3138889,,Yukon,250000,1980-01-03,Yukon-Department of Tourism and Culture
KAGFH,Squan Lake,Undetermined,,Lake,Water Feature,LAKE,5016c7b4d05411d892e2080020a0f4c9,60.3805556,-133.7722222,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KAGFD,Squanga Creek,Tlingit,,Creek,Water Feature,RIV,50008092d05411d892e2080020a0f4c9,60.5408449,-133.4319193,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KAGFG,Squanga Lake,Tlingit,,Lake,Water Feature,LAKE,500ba423d05411d892e2080020a0f4c9,60.4777777,-133.6397221,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KAGFI,Square Lake,Undetermined,,Lake,Water Feature,LAKE,0cf790d1849c20c32eb9ebd901c3a323,61.2011579,-130.8186661,,Yukon,250000,1968-05-21,Yukon-Department of Tourism and Culture
KAGFK,Squaw Creek,Undetermined,,Creek,Water Feature,RIV,34837ed8d05511d892e2080020a0f4c9,60.0351634,-137.1659370,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KAGFL,Squaw Creek,Undetermined,,Creek,Water Feature,RIV,5021c435d05411d892e2080020a0f4c9,63.7772961,-137.4735297,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KAGFN,Squaw Point,Undetermined,,Point,Terrain Feature,CAPE,0c700254849c20c32a31b56079d5f074,60.0461822,-134.2010234,,Yukon,250000,1956-05-03,Yukon-Department of Tourism and Culture
KAGFO,Squaw Range,Undetermined,,Range,Terrain Feature,MTN,0c700212849c20c30d21593a8b06487e,60.0213889,-137.0383333,,Yukon,250000,1956-05-03,Yukon-Department of Tourism and Culture
KAGFR,Squirrel Creek,Undetermined,,Creek,Water Feature,RIV,502d0ed6d05411d892e2080020a0f4c9,61.3309381,-139.1749444,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KBACF,Sratthégän Ddhǟl,Northern Tutchone,,Hill,Terrain Feature,MTN,444f19c60a001204420253afcfce9992,62.0708330,-135.7172220,,Yukon,50000,2008-05-12,Yukon-Department of Tourism and Culture
KAFQY,St. Clare Creek,Undetermined,,Creek,Water Feature,RIV,4c672ce0d05411d892e2080020a0f4c9,61.7212745,-140.6040436,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAFRA,St. Cyr Range,Undetermined,,Range,Terrain Feature,MTN,0c6fea10849c20c38105271c40c63778,61.6716667,-132.5383333,,Yukon,1000000,1947-06-03,Yukon-Department of Tourism and Culture
KAFRC,St. Elias Lake,Undetermined,,Lake,Water Feature,LAKE,3313c218d05511d892e2080020a0f4c9,60.3161111,-137.1172222,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KAFRE,St. Elias Mountains,Undetermined,,Mountains,Terrain Feature,MTN,42452e57ba3611d892e2080020a0f4c9,60.8269444,-139.5538889,,Yukon,5000000,1950-06-02,Yukon-Department of Tourism and Culture
KAFRF,St. Germain Creek,Undetermined,,Creek,Water Feature,RIV,0c6fea51849c20c342f742ab832676ab,61.4138889,-134.3816667,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KAFRG,St. Hilary Mountain,Undetermined,,Mountain,Terrain Feature,MTN,4c725071d05411d892e2080020a0f4c9,61.3846460,-135.7075711,,Yukon,250000,1957-03-07,Yukon-Department of Tourism and Culture
KAGFS,Stairway Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,348e7b59d05511d892e2080020a0f4c9,60.6666667,-138.9930556,,Yukon,250000,1981-02-03,Yukon-Department of Tourism and Culture
KAGFT,Stampede Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0c7002d6849c20c3af9dc5902ac61ae5,63.9183333,-139.3850000,,Yukon,50000,1978-09-26,Yukon-Department of Tourism and Culture
KAGFV,Stan Lake,Undetermined,,Lake,Water Feature,LAKE,5037e447d05411d892e2080020a0f4c9,65.1562298,-140.0766730,,Yukon,250000,1981-09-24,Yukon-Department of Tourism and Culture
KAGFU,Stand-to Hill,Undetermined,,Hill,Terrain Feature,MTN,0c700294849c20c3eff1b10ee9ae00fe,64.0288889,-135.1697222,,Yukon,250000,1950-09-07,Yukon-Department of Tourism and Culture
KAGFY,Star Creek,Undetermined,,Creek,Water Feature,RIV,0c700316849c20c393cf0c2a326ad6c1,63.9484101,-135.4940311,,Yukon,50000,1950-09-07,Yukon-Department of Tourism and Culture
KAGFZ,Starr Creek,Undetermined,,Creek,Water Feature,RIV,34999eead05511d892e2080020a0f4c9,61.7927219,-131.8394771,,Yukon,250000,1947-06-03,Yukon-Department of Tourism and Culture
KAGGA,Starvation Mountain,Undetermined,,Mountain,Terrain Feature,MTN,5042e0c8d05411d892e2080020a0f4c9,62.7319444,-140.9325000,,Yukon,250000,1958-07-03,Yukon-Department of Tourism and Culture
KAGGD,Steambath Lake,Undetermined,,Lake,Water Feature,LAKE,504ddd49d05411d892e2080020a0f4c9,61.6654652,-137.4952746,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KAGGE,Steamboat Bar,Undetermined,,Sand Point,Terrain Feature,CAPE,0c700359849c20c38733fb9593843aaa,63.5977778,-137.5577778,,Yukon,250000,1941-08-14,Yukon-Department of Tourism and Culture
KAGGF,Steamboat Lake,Undetermined,,Lake,Water Feature,LAKE,0c7003dc849c20c3fe1bc191c12bd353,64.1944444,-135.6527778,,Yukon,250000,1945-04-21,Yukon-Department of Tourism and Culture
KAGGG,Steamboat Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c70039b849c20c325d4bfb5ec22b14b,64.2522222,-135.6436111,,Yukon,250000,1955-04-07,Yukon-Department of Tourism and Culture
KAGGI,Steele Creek,Undetermined,,Creek,Water Feature,RIV,0c70041d849c20c3b2af32f3b2332696,63.6088889,-139.0255556,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KAGGH,Steele Creek,Undetermined,,Creek,Water Feature,RIV,5058d9cad05411d892e2080020a0f4c9,61.3788889,-139.7197222,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAGGJ,Steele Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,5063fd5bd05411d892e2080020a0f4c9,61.2500000,-140.1666667,,Yukon,1000000,1980-09-12,Yukon-Department of Tourism and Culture
KAGGM,Steep Creek,Undetermined,,Creek,Water Feature,RIV,506fe43cd05411d892e2080020a0f4c9,63.7058244,-134.9628240,,Yukon,50000,1980-08-01,Yukon-Department of Tourism and Culture
KAGGO,Stella Lake,Undetermined,,Lake,Water Feature,LAKE,507ae0bdd05411d892e2080020a0f4c9,60.1680556,-136.9952778,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KAGGU,Sterlin Lake,Undetermined,,Lake,Water Feature,LAKE,34b208ecd05511d892e2080020a0f4c9,60.1402778,-133.1697222,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KAGGV,Stevens Creek,Undetermined,,Creek,Water Feature,RIV,343fbf12d05511d892e2080020a0f4c9,60.2516342,-134.9652611,,Yukon,50000,1956-03-01,Yukon-Department of Tourism and Culture
KAGGW,Stevens Creek,Undetermined,,Creek,Water Feature,RIV,50914eefd05411d892e2080020a0f4c9,61.8807450,-137.6506954,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KAGGX,Stevens Lake,Undetermined,,Lake,Water Feature,LAKE,50a76f01d05411d892e2080020a0f4c9,61.7211111,-137.5141667,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KAGHA,Stevens Roadhouse,Undetermined,,Locality,Populated Place,UNP,0c70045e849c20c38737895f3068107d,63.1799210,-137.9924243,,Yukon,250000,1941-09-05,Yukon-Department of Tourism and Culture
KAGGZ,Stevenson Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0cf79113849c20c38b6ec93c08a1a937,62.5761111,-138.8661111,,Yukon,250000,1953-11-05,Yukon-Department of Tourism and Culture
KAGHB,Stewart Creek,Undetermined,,Creek,Water Feature,RIV,50b26b82d05411d892e2080020a0f4c9,60.6882699,-128.5021588,,Yukon,250000,1980-07-14,Yukon-Department of Tourism and Culture
KAGHD,Stewart Crossing,Undetermined,,Settlement,Populated Place,UNP,50bd6803d05411d892e2080020a0f4c9,63.3744444,-136.6772222,,Yukon,1000000,1981-02-13,Yukon-Department of Tourism and Culture
KAGHE,Stewart Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0c70049f849c20c307bda2d284e9d447,64.0327778,-135.8013889,,Yukon,50000,1960-01-21,Yukon-Department of Tourism and Culture
KAGHF,Stewart Lake,Undetermined,,Lake,Water Feature,LAKE,50d339f5d05411d892e2080020a0f4c9,60.6294444,-128.6827778,,Yukon,1000000,1980-07-14,Yukon-Department of Tourism and Culture
KAGHH,Stewart Plateau,Undetermined,,Plateau,Terrain Feature,PLN,34c8c53ed05511d892e2080020a0f4c9,64.0833333,-138.0833333,,Yukon,250000,1979-08-02,Yukon-Department of Tourism and Culture
KAGHJ,Stewart River,Undetermined,,Settlement,Populated Place,UNP,34d3e8cfd05511d892e2080020a0f4c9,63.3136110,-139.4327780,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KAGHK,Stewart River,Undetermined,,River,Water Feature,RIV,34ea5701d05511d892e2080020a0f4c9,63.2911143,-139.4103148,,Yukon,5000000,1980-10-23,Yukon-Department of Tourism and Culture
KAGHN,Stirling Bend,Undetermined,,Bend,Water Feature,RIVF,50de8496d05411d892e2080020a0f4c9,63.5047222,-137.3283333,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KAGHQ,Stoddart Creek,Undetermined,,Creek,Water Feature,RIV,50e9a827d05411d892e2080020a0f4c9,62.3626851,-137.1413840,,Yukon,250000,1980-12-08,Yukon-Department of Tourism and Culture
KAGHR,Stokes Lake,Undetermined,,Lake,Water Feature,LAKE,34f57a92d05511d892e2080020a0f4c9,62.8641667,-133.7811111,,Yukon,250000,1980-08-05,Yukon-Department of Tourism and Culture
KAGHS,Stokes Point,Undetermined,,Point,Terrain Feature,CAPE,50f4cbb8d05411d892e2080020a0f4c9,69.3385538,-138.7234011,,Yukon,1000000,1959-06-04,Yukon-Department of Tourism and Culture
KAGHT,Stoneaxe Lake,Undetermined,,Lake,Water Feature,LAKE,3500ec43d05511d892e2080020a0f4c9,60.7457886,-130.9354252,,Yukon,250000,1947-06-03,Yukon-Department of Tourism and Culture
KAGHX,Stony Creek,Undetermined,,Creek,Water Feature,RIV,50ffc839d05411d892e2080020a0f4c9,60.7814967,-135.9805633,,Yukon,1000000,1980-07-29,Yukon-Department of Tourism and Culture
KAGIC,Stony Creek Camp,Undetermined,,Locality,Populated Place,UNP,0c7004e0849c20c3f97b55cca124495c,60.7990443,-135.9996975,,Yukon,250000,1951-08-02,Yukon-Department of Tourism and Culture
KAGID,Stony Mountain,Undetermined,,Mountain,Terrain Feature,MTN,350c36e4d05511d892e2080020a0f4c9,60.1336111,-135.0366667,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KAGIF,Storm Creek,Undetermined,,Creek,Water Feature,RIV,0cf79154849c20c35eb48fef1b85961e,64.6061111,-132.1025000,,Yukon,250000,1973-10-15,Yukon-Department of Tourism and Culture
KAGII,Stowe Creek,Undetermined,,Creek,Water Feature,RIV,0c700521849c20c37bcebe72af9b9cb4,63.6266421,-138.9905509,,Yukon,250000,1942-04-07,Yukon-Department of Tourism and Culture
KAGIJ,Strawberry Creek,Undetermined,,Creek,Water Feature,RIV,510ac4bad05411d892e2080020a0f4c9,60.0744865,-132.3420792,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KAGIK,Strawberry Lake,Undetermined,,Lake,Water Feature,LAKE,5120e4ccd05411d892e2080020a0f4c9,60.1136111,-132.1911111,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KAGIL,Streak Mountain,Undetermined,,Mountain,Terrain Feature,MTN,51160f5bd05411d892e2080020a0f4c9,60.5763217,-133.6555185,,Yukon,1000000,1980-07-22,Yukon-Department of Tourism and Culture
KAGIM,Striation Point,Undetermined,,Point,Terrain Feature,CAPE,5137ef3ed05411d892e2080020a0f4c9,61.4115487,-138.6836115,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KAGIN,Strickland Lake,Undetermined,,Lake,Water Feature,LAKE,512be14dd05411d892e2080020a0f4c9,63.8794444,-138.1200000,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KAGIP,Strike Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0cf79193849c20c341e5364ec103cc51,63.8075000,-136.2611111,,Yukon,250000,1957-08-01,Yukon-Department of Tourism and Culture
KAGIQ,Striker Lake,Undetermined,,Lake,Water Feature,LAKE,35173365d05511d892e2080020a0f4c9,60.0163889,-134.4130556,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KAGIR,Striker Pass,Undetermined,,Pass,Terrain Feature,VALL,514de840d05411d892e2080020a0f4c9,60.0433333,-134.4416667,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KAGIW,Sugarloaf Hill,Undetermined,,Hill,Terrain Feature,MTN,0c700561849c20c3a395273f432820a5,60.0941667,-134.6611111,,Yukon,50000,1956-01-31,Yukon-Department of Tourism and Culture
KAGIY,Sugden Creek,Undetermined,,Creek,Water Feature,RIV,0c7005e4849c20c347d8927dfc70ea70,60.9047890,-138.1730104,,Yukon,50000,1956-01-19,Yukon-Department of Tourism and Culture
KAGIZ,Sugden Pup,Undetermined,,Pup,Water Feature,RIV,0c7005a2849c20c36b527c9c1a5f53e6,61.0180329,-138.7366157,,Yukon,250000,1953-04-02,Yukon-Department of Tourism and Culture
KAGJC,Sullivan Hill,Undetermined,,Hill,Terrain Feature,MTN,a324c06fd05211d892e2080020a0f4c9,64.3513889,-135.4333333,,Yukon,250000,1969-05-20,Yukon-Department of Tourism and Culture
KAGJD,Sullivan Pup,Undetermined,,Pup,Water Feature,RIV,0c700625849c20c392a2010c00c7b16f,63.8005256,-138.6185024,,Yukon,50000,1978-09-26,Yukon-Department of Tourism and Culture
KAGJE,Sulphur,Undetermined,,Locality,Populated Place,UNP,51590bd1d05411d892e2080020a0f4c9,63.7593917,-138.8898653,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KAGJG,Sulphur Creek,Undetermined,,Creek,Water Feature,RIV,51640852d05411d892e2080020a0f4c9,63.6557804,-138.6465117,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KAGJF,Sulphur Creek,Undetermined,,Creek,Water Feature,RIV,0c700666849c20c3fd1bfac93e4f2c27,60.8888128,-138.0239335,,Yukon,250000,1956-01-19,Yukon-Department of Tourism and Culture
KAGJH,Sulphur Lake,Undetermined,,Lake,Water Feature,LAKE,352da197d05511d892e2080020a0f4c9,60.9461111,-137.9658333,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KAGJL,Summit Creek,Undetermined,,Creek,Water Feature,RIV,516f52f3d05411d892e2080020a0f4c9,60.7527778,-137.6877778,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KAGJM,Summit Creek,Undetermined,,Creek,Water Feature,RIV,5185c125d05411d892e2080020a0f4c9,61.3777778,-134.3702778,,Yukon,250000,1981-01-23,Yukon-Department of Tourism and Culture
KAGJK,Summit Creek,Undetermined,,Creek,Water Feature,RIV,517a7684d05411d892e2080020a0f4c9,60.2248954,-135.2613609,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KAGJN,Summit Creek,Undetermined,,Creek,Water Feature,RIV,0c7006a8849c20c31114027ffb7cb88a,62.1000000,-137.2188889,,Yukon,250000,1968-11-08,Yukon-Department of Tourism and Culture
KAGJO,Summit Creek Pass,Undetermined,,Pass,Terrain Feature,VALL,0cf791d5849c20c3f1766ed414e863a5,60.2861111,-135.3208333,,Yukon,250000,1971-08-27,Yukon-Department of Tourism and Culture
KAGJP,Summit Lake,Undetermined,,Lake,Water Feature,LAKE,51932ea6d05411d892e2080020a0f4c9,60.4319444,-133.6616667,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KAGJR,Summit Lake,Undetermined,,Lake,Water Feature,LAKE,34df3370d05511d892e2080020a0f4c9,63.0580560,-136.3108330,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KAGJQ,Summit Lake,Undetermined,,Lake,Water Feature,LAKE,0c7006ea849c20c3ca3db485b42bdb66,62.3463889,-129.3519444,,Yukon,250000,1954-06-03,Yukon-Department of Tourism and Culture
KAGJS,Summit Lake,Undetermined,,Lake,Water Feature,LAKE,519e7947d05411d892e2080020a0f4c9,67.7055556,-136.4722222,,Yukon,250000,1981-10-09,Yukon-Department of Tourism and Culture
KAGJV,Summit Roadhouse,Undetermined,,Locality,Populated Place,UNP,0c70072b849c20c3d97026692afcbe12,63.0754060,-136.4485277,,Yukon,250000,1941-09-05,Yukon-Department of Tourism and Culture
KAGJW,Sunaghun Creek,Gwich'in,,Creek,Water Feature,RIV,51a9eaf8d05411d892e2080020a0f4c9,67.5102777,-141.0000000,,Yukon,250000,1981-10-09,Yukon-Department of Tourism and Culture
KAGKA,Sunrise Creek,Undetermined,,Creek,Water Feature,RIV,51b53599d05411d892e2080020a0f4c9,60.3053960,-128.2452297,,Yukon,250000,1980-07-14,Yukon-Department of Tourism and Culture
KAGKB,Sunset Creek,Undetermined,,Creek,Water Feature,RIV,a32ef9a0d05211d892e2080020a0f4c9,63.6876568,-136.1722562,,Yukon,250000,1965-07-29,Yukon-Department of Tourism and Culture
KAGKE,Sunshine Creek,Undetermined,,Creek,Water Feature,RIV,51c0321ad05411d892e2080020a0f4c9,63.7980556,-136.4955556,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
